productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,lastmodby,ischildofproductcode,ischildofproductcode_productid,options_cloned_from_productid,photos_cloned_from_productid,share_stockstatus_with_productid,productpopularity,homepage_section,autodropship,donotallowbackorders,warehouselocation,warehouseaisle,warehousebin,warehousecustom,upc_code,productkeywords,productnameshort,productweight,freeshippingitem,minqty,maxqty,recurringstartprice,recurringstartduration,recurringprice,recurringhowoften,recurringduration,allowpriceedit,productprice,listprice,saleprice,taxableproduct,selectedoptionids,giftwrapcost,downloadfile,availability,metatag_title,metatag_description,discountedprice_level1,discountedprice_level2,discountedprice_level3,discountedprice_level4,discountedprice_level5,photo_subtext,photo_alttext,discountedrecurringprice_level1,discountedrecurringprice_level2,discountedrecurringprice_level3,discountedrecurringprice_level4,discountedrecurringprice_level5,fixed_shippingcost,fixed_shippingcost_outside_localregion,uses_product_keytypes,price_subtext,price_subtext_short,listprice_name,productprice_name,saleprice_name,hide_yousave,hide_freeaccessories,setupcost,setupcost_name,discountedsetupcost_level1,discountedsetupcost_level2,discountedsetupcost_level3,discountedsetupcost_level4,discountedsetupcost_level5,setupcost_title,stockreorderqty,warehouses,affiliate_commissionable_value,addtocartbtn_replacement_text,book_isbn,productcondition,estship_ground,estship_2ndday,estship_overnight,customfield1,customfield2,customfield3,customfield4,customfield5,shoppingdotcom_category,yahoo_category,yahoo_medium,productmanufacturer,hide_when_outofstock,stocklowqtyalarm,addtopo_now,lastpo_qty,lastpo_date,howtogetsaleprice,inv_verify_qtyonhand,inv_lastverified,enablemultichildaddtocart,vendor_price,enableoptions_inventorycontrol,photourl_small,photourl_large,private_section_customers_only,quickbooks_item_accnt,quickbooks_item_assetaccnt,quickbooks_item_cogsaccnt,vat_percentage,recurring_pricing_text,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription,productfeatures,techspecs,extinfo,orderfinished_note,metatag_keywords,productdescription_abovepricing,custom_metatags_override,ean,google_product_category,google_size,google_color,google_gender,google_age_group,google_availability,google_pattern,google_material,estdaystoship,google_unique_identifier_exists,google_adult_product,google_sizetype,google_sizesystem,nonshippable,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,createddate,mpn,categoryids,optionids,accessories,freeaccessories,producturl,photourl,categorytree,numproductssharingstock,photoseed
AL-82027,82027,Bellini Dual Column Beverage Server  Clear,,,,,6/7/2015 10:59,,,,1,,,,,,,,N,N,,,,,,"Bellini, Bellini server, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,59.99,105,,,,,,In Stock,Bellini Dual Column Beverage Server  Clear,Bellini Dual Column Beverage Server  Clear,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,35,N,,,,,,,,,,,,,N,,N,N,,,"Serve chilled drinks to all of your guests using the chiller column or infuse your refreshments using the infuser column. The dispenser has an elevated spigot which allows glasses to be filled directly from tabletop or counter top. Made of glass. Measures 15.5 x 9""D. 1.4-gallon capacity. Hand washing recommended; not for serving hot beveragesThese glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.",,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82027,http://www.salondesign.luxury/v/vspfiles/photos/AL-82027-1.jpg,Reception & Waiting > Serveware,0,1426177361
AL-82028,82028,Bellini Dual Column Beverage Server  Gold Luster,,,,,6/7/2015 10:59,,,,1,,,,,,,,N,N,,,,,,"Bellini, Bellini server, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,59.99,105,,,,,,In Stock,Bellini Dual Column Beverage Server  Gold Luster,Bellini Dual Column Beverage Server  Gold Luster,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,35,N,,,,,,,,,,,,,N,,N,N,,,"Serve chilled drinks to all of your guests using the chiller column or infuse your refreshments using the infuser column. The dispenser has an elevated spigot which allows glasses to be filled directly from tabletop or counter top. Made of glass. Measures 15.5 x 9""D. 1.4-gallon capacity. Hand washing recommended; not for serving hot beveragesThese glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.",,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82028,http://www.salondesign.luxury/v/vspfiles/photos/AL-82028-1.jpg,Reception & Waiting > Serveware,0,1426177381
AL-82029,82029,Chelsea Beverage Server,,,,,9/6/2015 07:54,,,,1,,,,,,,,N,N,,,,,,"Chelsea, chelsea beverage dispenser, chelsea dispenser, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,39,75,,,,,,In Stock,Chelsea Beverage Server,Chelsea Beverage Server,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,21.5,N,,,,,,,,,,,,,N,,N,N,,,Made of glass and metalDrip-proof spigot allows for easy pouring1.5-gallon capacityDishwasher safeOverall dimensions: 10W x 21H inches                                 Hand washing recommended; not for serving hot beveragesThese glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.,,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328,259",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82029,http://www.salondesign.luxury/v/vspfiles/photos/AL-82029-1.jpg,Reception & Waiting > Serveware,0,1426177402
AL-82031,82031,Bellini Infuser Beverage Dispenser Clear,,,,,6/7/2015 11:00,,,,1,,,,,,,,N,N,,,,,,"Bellini, Bellini infuser, Infusion, infusion pitcher, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,59,90,,,,,,In Stock,Bellini Infuser Beverage Dispenser Clear,Bellini Infuser Beverage Dispenser Clear,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,30,N,,,,,,,,,,,,,N,,N,N,,,"Infuse your refreshments with mint, cucumber, and more with this beverage dispensers conveniant infuser column. The dispenser has an elevated spigot which allows glasses to be filled directly from tabletop or counter top. Made of glass. Measures 15.5 x 9""D. 1.4-gallon capacity. Hand washing recommended; not for serving hot beverages.These glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.",,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82031,http://www.salondesign.luxury/v/vspfiles/photos/AL-82031-1.jpg,Reception & Waiting > Serveware,0,1426177424
AL-82032,82032,Bellini Infuser Beverage Dispenser Gold,,,,,6/7/2015 11:00,,,,1,,,,,,,,N,N,,,,,,"Bellini, Bellini infuser, Infusion, infusion pitcher, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,59,90,,,,,,In Stock,Bellini Infuser Beverage Dispenser Gold,Bellini Infuser Beverage Dispenser Gold,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,30,N,,,,,,,,,,,,,N,,N,N,,,"Infuse your refreshments with mint, cucumber, and more with this beverage dispensers conveniant infuser column. The dispenser has an elevated spigot which allows glasses to be filled directly from tabletop or counter top. Made of glass. Measures 15.5 x 9""D. 1.4-gallon capacity. Hand washing recommended; not for serving hot beverages.These glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.",,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82032,http://www.salondesign.luxury/v/vspfiles/photos/AL-82032-1.jpg,Reception & Waiting > Serveware,0,1426177447
AL-82033,82033,Kingston Beverage Server with Chiller Antique Silver,,,,,6/7/2015 11:00,,,,1,,,,,,,,N,N,,,,,,"Kingston Beverage Server with Chiller Antique Silver,  Kingston, Kingston server, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,85.99,144,,,,,,In Stock,Kingston Beverage Server with Chiller,Kingston Beverage Server with Chiller,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,48,N,,,,,,,,,,,,,N,,N,N,,,Enhance your spa beverage center with the charming Kingston Beverage Server.This elegant dispenser includes a chiller column to hold ice & keep beverages cold without diluting them.Includes a metal stand with a sophisticated circle pattern.    Capacity:  3 Gallons     Easy-to-use spigot.Hand washing recommended; not for serving hot beverages.These glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.,,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82033,http://www.salondesign.luxury/v/vspfiles/photos/AL-82033-1.jpg,Reception & Waiting > Serveware,0,1426177473
AL-82034,82034,Kingston Beverage Server with Chiller Antique Gold,,,,,6/7/2015 11:01,,,,1,,,,,,,,N,N,,,,,,"Kingston Beverage Server with Chiller Antique Silver,  Kingston, Kingston server, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,85.99,144,,,,,,In Stock,Kingston Beverage Server with Chiller Antique Gold,Kingston Beverage Server with Chiller Antique Gold,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,48,N,,,,,,,,,,,,,N,,N,N,,,Enhance your spa beverage center with the charming Kingston Beverage Server.This elegant dispenser includes a chiller column to hold ice & keep beverages cold without diluting them.Includes a metal stand with a sophisticated circle pattern.    Capacity:  3 Gallons     Easy-to-use spigot.Hand washing recommended; not for serving hot beverages.These glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.,,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82034,http://www.salondesign.luxury/v/vspfiles/photos/AL-82034-1.jpg,Reception & Waiting > Serveware,0,1426177501
AL-82035,82035,Turning Triple Beverage Server,,,,,6/7/2015 11:01,,,,1,,,,,,,,N,N,,,,,,"Turning Triple Beverage Server,  Turning Dispenser, turning beverage server, server, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,119,180,,,,,,In Stock,Turning Triple Beverage Server,Turning Triple Beverage Server,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,60,N,,,,,,,,,,,,,N,,N,N,,,Serve three beverages at once with this unique turning beverage dispenser.   Three mouth-blown glass beverage servers fit together in a circular shape. Decorative metal stand rotates for easy access to all three servers.Each server has an 84 fl oz capacity for a total of two gallons.        Height: 19 1?4 inHand washing recommended; not for serving hot beverages.These glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.,,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82035,http://www.salondesign.luxury/v/vspfiles/photos/AL-82035-1.jpg,Reception & Waiting > Serveware,0,1426177524
AL-82037,82037,Stacking Beverage Server,,,,,6/7/2015 10:58,,,,1,,,,,,,,N,N,,,,,,"Stacking Beverage Server ,  Stacking server, stacking beverage dispenser, Beverage Dispensers, beverage servers, spa beverage",,7.2,N,,,,,,,,N,29,45,,,,,,In Stock,Stacking Beverage Server,Stacking Beverage Server,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,15,,,,,,,,,,,Artland,N,,Y,,,,,,N,15,N,,,,,,,,,,,,,N,,N,N,,,Includes one stackable beverage server constructed of mouth-blown glass. Additional server may be stacked on top for added volume and variety.    Classic shape with gasket seal.    Holds up to one gallon.    Imported.    Height: 9 1?2 inHand washing recommended; not for serving hot beverages.These glasses are individually formed and crafted by hand. Slight imperfections and texture variations are marks of the handcrafted process which enhance the unique characteristics of each glass.,,,,,"Beverage Dispensers, beverage servers, spa beverage",,,,,,,,,,,,,,,,,,,,,,,,,"309,359,328",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-82037,http://www.salondesign.luxury/v/vspfiles/photos/AL-82037-1.jpg,Reception & Waiting > Serveware,0,1426177547
AL-9514,9514,Organic Cotton Spa Robe,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,5,N,,,,,,,,,98,125,,,,,,In Stock,Organic Cotton Spa Robe,Organic Cotton Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,Certified Organic Kimono Style Robe featuring 100% SKAL Certified Organic Cotton. Robe is not dyed and features a natural Ecru color which is a direct result of naturally washed organic yarn.Color: Natural     Size: One Size Fits Most22. oz. weight.,,,,,Organic Cotton Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=AL-9514,http://www.salondesign.luxury/v/vspfiles/photos/AL-9514-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843198
ALL-804,AL-804,Allante - Charcoal,,,,,4/24/2016 07:55,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,2 to 5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Width:  54 inches; Content: Face: 100% Vinyl, Backing: 100% Polyester; Abrasion:  100,000 + Double Rubs; Cleaning Code:  Mild Soap and Water; Flammability: Cal TB 117-2013, NFPA 260, UFAC, FMVSS 302; Grade A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALL-804,http://www.salondesign.luxury/v/vspfiles/photos/ALL-804-1.jpg,Lifestyle Products > Color Stories & Samples > Performance Vinyls > Grade A,0,1461484767
ALL-835,AL-835,Allante - Dark Pewter,,,,,4/24/2016 07:55,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,2 to 5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Width:  54 inches; Content: Face: 100% Vinyl, Backing: 100% Polyester; Abrasion:  100,000 + Double Rubs; Cleaning Code:  Mild Soap and Water; Flammability: Cal TB 117-2013, NFPA 260, UFAC, FMVSS 302; Grade A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALL-835,http://www.salondesign.luxury/v/vspfiles/photos/ALL-835-1.jpg,Lifestyle Products > Color Stories & Samples > Performance Vinyls > Grade A,0,1461484796
ALL-870,AL-870,Allante - Grey,,,,,4/24/2016 07:55,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,2 to 5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Width:  54 inches; Content: Face: 100% Vinyl, Backing: 100% Polyester; Abrasion:  100,000 + Double Rubs; Cleaning Code:  Mild Soap and Water; Flammability: Cal TB 117-2013, NFPA 260, UFAC, FMVSS 302; Grade A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALL-870,http://www.salondesign.luxury/v/vspfiles/photos/ALL-870-1.jpg,Lifestyle Products > Color Stories & Samples > Performance Vinyls > Grade A,0,1461484826
ALT-1839,1839,Cloud 9 Spa Robe - Smoke,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,4,N,,,,,,,,,89,120,,,,,,In Stock,Cloud 9 Spa Robe,Cloud 9 Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,,"This robe is dubbed ""the Favorite"" by posh Spas around the country. Cloud 9 is superiorly soft and warm thanks to its fleece like interior without the added bulk of a lining. On the outside, it looks like terry, but ten times softer, plusher and very resistant to pulls and snags. The interior is a super soft fleece like finish that is sure to keep the warmth in. 100% Microfiber/Polyester~Made in Turkey? Color: Smoke? Size: One Size Fits Most ? Robe Length:  OSFM 52"" ",,,,,Cloud 9 Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-1839,http://www.salondesign.luxury/v/vspfiles/photos/ALT-1839-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843367
ALT-1938,1938,Cloud 9 Spa Robe - Sand,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,4,N,,,,,,,,,89,120,,,,,,In Stock,Cloud 9 Spa Robe,Cloud 9 Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,,"This robe is dubbed ""the Favorite"" by posh Spas around the country. Cloud 9 is superiorly soft and warm thanks to its fleece like interior without the added bulk of a lining. On the outside, it looks like terry, but ten times softer, plusher and very resistant to pulls and snags. The interior is a super soft fleece like finish that is sure to keep the warmth in. 100% Microfiber/Polyester~Made in Turkey? Color: Sand? Size: One Size Fits Most ? Robe Length:  OSFM 52"" ",,,,,Cloud 9 Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-1938,http://www.salondesign.luxury/v/vspfiles/photos/ALT-1938-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843385
ALT-2300,2300,Cloud 9 Spa Blanket  - Sand,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,5,N,,,,,,,,,80,115,,,,,,In Stock,Cloud 9 Spa Blanket,Cloud 9 Spa Blanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Made of super soft and cozy material this Microfiber Blanket is superiorly soft and warm without the added bulk of a lining. On the outside and inside, it looks like terry, but ten times softer, plusher and very resistant to pulls and snags. Very durable for repeated laundering of Spa environment.Perfect for relaxation area and treatment room. Also great for Retail!Size: 58""x84.Color:  SandFabric: 100% Micro-Polyester.",,,,,Cloud 9 Spa Blanket,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-2300,http://www.salondesign.luxury/v/vspfiles/photos/ALT-2300-1.jpg,Textiles & Spa Linens > Blankets & Throws,0,1442844059
ALT-2317,2317,Cloud 9 Spa Blanket  - Smoke,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,5,N,,,,,,,,,80,115,,,,,,In Stock,Cloud 9 Spa Blanket,Cloud 9 Spa Blanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Made of super soft and cozy material this Microfiber Blanket is superiorly soft and warm without the added bulk of a lining. On the outside and inside, it looks like terry, but ten times softer, plusher and very resistant to pulls and snags. Very durable for repeated laundering of Spa environment.Perfect for relaxation area and treatment room. Also great for Retail!Size: 58""x84.Color:  SmokeFabric: 100% Micro-Polyester.",,,,,Cloud 9 Spa Blanket,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-2317,http://www.salondesign.luxury/v/vspfiles/photos/ALT-2317-1.jpg,Textiles & Spa Linens > Blankets & Throws,0,1442844080
ALT-3802,3802,Waffle Weave Lightweight Spa Robe,,,,100,10/28/2015 15:28,,,,1,,,,,,,,Y,N,,,,,,,,2,N,,,,,,,,N,75,100,,,,,,Currently Unavailable,Waffle Weave Lightweight Spa Robe,Waffle Weave Lightweight Spa Robe,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,N,,N,,,,,,N,45,N,,,,,,,,,,,,,N,,N,N,,,"Lightweight, 100% Turkish Cotton,  Waffle Weave Spa  Robe.  Double belt loops for height adjustment.  The larger ""Belgium"" Waffle texture becomes fluffy and puffy after initial laundering. Made in Turkey Color: WhiteSize: One Size Fits Most",,,,,Waffle Weave Lightweight Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-3802,http://www.salondesign.luxury/v/vspfiles/photos/ALT-3802-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843435
ALT-3918,3918,Cloud 9 Spa Wrap - White,,,,,10/28/2015 15:37,,,,1,,,,,,,,Y,N,,,,,,,,2,N,,,,,,,,N,59,100,,,,,,Currently Unavailable,Cloud 9 Spa Wrap - White,Cloud 9 Spa Wrap - White,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,N,,N,,,,,,N,30,N,,,,,,,,,Business & Industrial>Hotel&Hospitality>Spa Robe,,,,N,,N,N,,,"Micro-Terry Wrap is superiorly soft and warm thanks to its fleece like interior without the added bulk of a lining. On the outside, it looks like terry, but ten times softer, plusher and very resistant to pulls and snags. The interior is a super soft fleece finish that is sure to keep the warmth in. Perfect for morning lounging, locker room, dorm room, putting on your make-up, styling your hair without anything in the way.Fits under arms, elastic top fastening with snap closure. Two side pouch pockets.The snaps securely hold in place and elastic band in the back and multiple snaps ensure a nice fit. Fabric: 100% MicropolyesterSizes: Small, Medium, 2XLSizing: XS/P will accommodate sizes ranging from 28-32 chest. Medium will accomodate sizes ranging from 34-40 chest.2XL will accomodate sizes ranging from 42-50 chest.",,,,,Cloud 9 Spa Wrap - White,,,,Business & Industrial>Hotel&Hospitality,,,,,In stock,,,,FALSE,FALSE,,US,,,,,,,,,432,"100,101,103",,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-3918,http://www.salondesign.luxury/v/vspfiles/photos/ALT-3918-1.jpg,Textiles & Spa Linens > Spa Robes,0,
ALT-3919,3918,Cloud 9 Spa Wrap - Pink,,,,,10/28/2015 15:37,,,,1,,,,,,,,Y,N,,,,,,,,2,Y,,,,,,,,N,59,100,,,,,,Currently Unavailable,Cloud 9 Spa Wrap - Pink,Cloud 9 Spa Wrap - Pink,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,N,,N,,,,,,N,30,N,,,,,,,,,Business & Industrial>Hotel&Hospitality>Spa Robe,,,,N,,N,N,,,"Micro-Terry Wrap is superiorly soft and warm thanks to its fleece like interior without the added bulk of a lining. On the outside, it looks like terry, but ten times softer, plusher and very resistant to pulls and snags. The interior is a super soft fleece finish that is sure to keep the warmth in. Perfect for morning lounging, locker room, dorm room, putting on your make-up, styling your hair without anything in the way.Fits under arms, elastic top fastening with snap closure. Two side pouch pockets.The snaps securely hold in place and elastic band in the back and multiple snaps ensure a nice fit. Fabric: 100% MicropolyesterSizes: Small, Medium, 2XLSizing: XS/P will accommodate sizes ranging from 28-32 chest. Medium will accomodate sizes ranging from 34-40 chest.2XL will accomodate sizes ranging from 42-50 chest.",,,,,Cloud 9 Spa Wrap - Pink,,,,Business & Industrial>Hotel&Hospitality,,,,,In stock,,,,FALSE,FALSE,,US,,,,,,,,,432,"100,101,103",,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-3919,http://www.salondesign.luxury/v/vspfiles/photos/ALT-3919-1.jpg,Textiles & Spa Linens > Spa Robes,0,
ALT-4823,4823,Luxury Plush Terry Robe,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,3,N,,,,,,,,,120,120,,,,,,In Stock,Luxury Plush Terry Robe,Luxury Plush Terry Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,"This plush and absorbent terry robe is the result of a ground breaking technology in the weaving process. It is by far the plushest, softest and absorbent material available. It is recommended for colder climates and for consumers who are yearning for luxury without the weight.Color: WhiteSize: One Size Fits Most400 gram weight (14 oz.per sq/yd)100 % Super absorbent Turkish Cotton -Made in TurkeyApproximately 3 lbs. per robeBoth Sides 100% TerryclothCuffed sleevesTwo patch pocketsBelt with two loops",,,,,Luxury Plush Terry Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-4823,http://www.salondesign.luxury/v/vspfiles/photos/ALT-4823-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843510
ALT-5721,5721,Select 500gsm Spa Towels,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,3,N,,,,,,,,,14.5,20,,,,,,In Stock,Select 500gsm Spa Towels,Select 500gsm Spa Towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,8.8,,,,,,,,,,,12,12,,,,,,,,"500 Gram weight, 100% Combed Turkish Cotton Towels with an elegant diagonal border. Slightly lighter weight than the Deluxe towels.   All our towels are guaranteed to be absorbent and stay absorbent as long as they are in use.Made in Turkey, with love & care.27"" x 56"" Bath Towel",,,,,Select 500gsm Spa Towels,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-5721,http://www.salondesign.luxury/v/vspfiles/photos/ALT-5721-1.jpg,Textiles & Spa Linens > Towels,0,1442844130
ALT-5752,5752,Choice 400gsm Spa Towels,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,3,N,,,,,,,,,10.5,15,,,,,,In Stock,Choice 400gsm Spa Towels,Choice 400gsm Spa Towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,6.5,,,,,,,,,,,12,12,,,,,,,,"400 Gram weight, 100% Combed Turkish Cotton Towels with an elegant diagonal border. Slightly lighter weight than the Select towels.   All our towels are guaranteed to be absorbent and stay absorbent as long as they are in use.Made in Turkey, with love & care.27"" x 56""  Bath Towel",,,,,Choice 400gsm Spa Towels,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-5752,http://www.salondesign.luxury/v/vspfiles/photos/ALT-5752-1.jpg,Textiles & Spa Linens > Towels,0,1442844205
