productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,lastmodby,ischildofproductcode,ischildofproductcode_productid,options_cloned_from_productid,photos_cloned_from_productid,share_stockstatus_with_productid,productpopularity,homepage_section,autodropship,donotallowbackorders,warehouselocation,warehouseaisle,warehousebin,warehousecustom,upc_code,productkeywords,productnameshort,productweight,freeshippingitem,minqty,maxqty,recurringstartprice,recurringstartduration,recurringprice,recurringhowoften,recurringduration,allowpriceedit,productprice,listprice,saleprice,taxableproduct,selectedoptionids,giftwrapcost,downloadfile,availability,metatag_title,metatag_description,discountedprice_level1,discountedprice_level2,discountedprice_level3,discountedprice_level4,discountedprice_level5,photo_subtext,photo_alttext,discountedrecurringprice_level1,discountedrecurringprice_level2,discountedrecurringprice_level3,discountedrecurringprice_level4,discountedrecurringprice_level5,fixed_shippingcost,fixed_shippingcost_outside_localregion,uses_product_keytypes,price_subtext,price_subtext_short,listprice_name,productprice_name,saleprice_name,hide_yousave,hide_freeaccessories,setupcost,setupcost_name,discountedsetupcost_level1,discountedsetupcost_level2,discountedsetupcost_level3,discountedsetupcost_level4,discountedsetupcost_level5,setupcost_title,stockreorderqty,warehouses,affiliate_commissionable_value,addtocartbtn_replacement_text,book_isbn,productcondition,estship_ground,estship_2ndday,estship_overnight,customfield1,customfield2,customfield3,customfield4,customfield5,shoppingdotcom_category,yahoo_category,yahoo_medium,productmanufacturer,hide_when_outofstock,stocklowqtyalarm,addtopo_now,lastpo_qty,lastpo_date,howtogetsaleprice,inv_verify_qtyonhand,inv_lastverified,enablemultichildaddtocart,vendor_price,enableoptions_inventorycontrol,photourl_small,photourl_large,private_section_customers_only,quickbooks_item_accnt,quickbooks_item_assetaccnt,quickbooks_item_cogsaccnt,vat_percentage,recurring_pricing_text,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription,productfeatures,techspecs,extinfo,orderfinished_note,metatag_keywords,productdescription_abovepricing,custom_metatags_override,ean,google_product_category,google_size,google_color,google_gender,google_age_group,google_availability,google_pattern,google_material,estdaystoship,google_unique_identifier_exists,google_adult_product,google_sizetype,google_sizesystem,nonshippable,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,createddate,mpn,categoryids,optionids,accessories,freeaccessories,producturl,photourl,categorytree,numproductssharingstock,photoseed
RS-09000C,09000C,Folding Clothing Rack - Single Bar,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, folding, clothing, rack, single, bar, rolling, display, easy, restocking, special, event, sale, round, tube, flat",,10,N,,,,,,,,,88.75,118.4,,,,,,Check for availability,Folding Clothing Rack - Single Bar,Folding Clothing Rack - Single Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,59.2,,,,,,,,,,,,,,,,,,,,"These single bar folding rolling clothing display racks are used for easy restocking, special event and sale rack. Two 12” long pullouts. Round tube frame on heavy duty casters. Folds flat. Adjusts 48"" - 64"" high. ",,,,,"melvin, roos, folding, clothing, rack, single, bar, rolling, display, easy, restocking, special, event, sale, round, tube, flat",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-09000C,http://www.salondesign.luxury/v/vspfiles/photos/RS-09000C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447165
RS-12011C,12011C,Two Way Clothing Rack - Square Arms,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, two, way clothing, rack, square, arms, polished, chrome, basic",,10,N,,,,,,,,,67.5,90,,,,,,Check for availability,Two Way Clothing Rack - Square Arms,Two Way Clothing Rack - Square Arms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,45,,,,,,,,,,,,,,,,,,,,Two way polished chrome clothing rack. 12” x 15” base with double uprights. Square arms. (Do not use with casters),,,,,"melvin, roos, two, way clothing, rack, square, arms, polished, chrome, basic",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-12011C,http://www.salondesign.luxury/v/vspfiles/photos/RS-12011C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447247
RS-12127C,12127C,Two Way Clothing Rack - Rectangular Arms,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, two, way, clothing, rack, rectangular, arms, adjustable, strength, durability, basic, ",,10,N,,,,,,,,,66.75,89,,,,,,Check for availability,Two Way Clothing Rack - Rectangular Arms,Two Way Clothing Rack - Rectangular Arms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,"Adjustable two way clothing rack designed for strength and durability; the clothing display rack you need at a great price. Two 16"" straight arms. 12” x 15” base. (Do not use with casters)",,,,,"melvin, roos, two, way, clothing, rack, rectangular, arms, adjustable, strength, durability, basic, ",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-12127C,http://www.salondesign.luxury/v/vspfiles/photos/RS-12127C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447308
RS-14139C,14139C,"Four Way Clothing Rack - 22"" Arms",,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, four, way, clothing, rack, arm, retail, display, capacity, garments, space, polished, chrome",,14,N,,,,,,,,,117,156,,,,,,Check for availability,"Four Way Clothing Rack - 22"" Arms","Four Way Clothing Rack - 22"" Arms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,78,,,,,,,,,,,,,,,,,,,,"High capacity retail clothing display rack has four 22” straight arms to hold 30 ""extra"" garments in the space of a regular four way clothing rack. Polished chrome finish.",,,,,"melvin, roos, four, way, clothing, rack, arm, retail, display, capacity, garments, space, polished, chrome",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-14139C,http://www.salondesign.luxury/v/vspfiles/photos/RS-14139C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447366
RS-14149C,14149C,"Four Way Clothing Rack - 16"" Arms",,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, four, way, clothing, rack, arm, space, saving, display, compact, polished, chrome, tubing",,14,N,,,,,,,,,131.75,175.6,,,,,,Check for availability,"Four Way Clothing Rack - 16"" Arms","Four Way Clothing Rack - 16"" Arms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,87.7,,,,,,,,,,,,,,,,,,,,Space saving four way clothing display racks have 16” arms and create the most compact four way. All rectangular polished chrome tubing.,,,,,"melvin, roos, four, way, clothing, rack, arm, space, saving, display, compact, polished, chrome, tubing",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-14149C,http://www.salondesign.luxury/v/vspfiles/photos/RS-14149C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447391
RS-14182C,14182C,Lingerie Clothing Display Rack,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, clothing, display, rack, lingerie, polished, chrome",,15,N,,,,,,,,,127.5,170,,,,,,Check for availability,Lingerie Clothing Display Rack,Lingerie Clothing Display Rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,85.05,,,,,,,,,,,,,,,,,,,,"Clothing display rack for lingerie has 16 - 1/2” x 1” rectangular face outs, 12” long and adjustable. Polished chrome finish. 61"" high",,,,,"melvin, roos, clothing, display, rack, lingerie, polished, chrome",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-14182C,http://www.salondesign.luxury/v/vspfiles/photos/RS-14182C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447445
RS-15051C,15051C,K-Brace Double Bar Rack,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, k, brace, double, bar, rack, outlet, store, rolling, clothing, display, hanging, suits, ",,15,N,,,,,,,,,124,165.4,,,,,,Check for availability,K-Brace Double Bar Rack,K-Brace Double Bar Rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,"Designed for the outlet store, this rolling clothing display rack can hold the heaviest merchandise, double hanging and when you need casters. K-Brace holds clothing rack absolutely steady. Includes casters. Full 22” wide for suits. Adjusts 81"" high.",,,,,"melvin, roos, k, brace, double, bar, rack, outlet, store, rolling, clothing, display, hanging, suits, ",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-15051C,http://www.salondesign.luxury/v/vspfiles/photos/RS-15051C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447466
RS-15059S,15059S,Graphic & Hangrail Display Unit,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, graphic, hangrail, display, unit, clothing, rack, matte, silver, finish",,15,N,,,,,,,,,234,312,,,,,,Check for availability,Graphic & Hangrail Display Unit,Graphic & Hangrail Display Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,156,,,,,,,,,,,,,,,,,,,,"Graphic and hang rail clothing rack display unit 20.5” w x 26” h and 25"" w x 79” h graphic sign holder with a 20.5” wide x 49” tall hang rail. Overall height is 81” with matte silver finish.",,,,,"melvin, roos, graphic, hangrail, display, unit, clothing, rack, matte, silver, finish",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-15059S,http://www.salondesign.luxury/v/vspfiles/photos/RS-15059S-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447530
RS-18042C,18042C,Hat Tree Garment Display Rack,,,,,9/5/2015 09:50,,,,,,,,,,,,Y,,,,,,,"melvin, roos, hat, tree, garment, display, rack, clister, adjusts, chrome",,15,N,,,,,,,,,186,248,,,,,,Check for availability,Hat Tree Garment Display Rack,Hat Tree Garment Display Rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse Enterprises,,,Y,,,,,,,124,,,,,,,,,,,,,,,,,,,,"This hat tree garment display rack displays 16 or 20 hats, depending on set-up. Each four hat tree display cluster adjusts on the 74” upright. Extra heavy base. Five tier, 20 hat tree.",,,,,"melvin, roos, hat, tree, garment, display, rack, clister, adjusts, chrome",,,,,,,,,,,,,,,,,,,,,,,,,310,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-18042C,http://www.salondesign.luxury/v/vspfiles/photos/RS-18042C-1.jpg,Retail Display Fixtures > Apparel Displays,0,1441447582
RS-43026C,43026C,Rectangular Riser Display Set,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, rectangular, riser, display, set, weighted, base, shoe, handbag, accessory, retail, table, top",,15,N,,,,,,,,,75,100,,,,,,Usually Ships in 5 to 10 Days,Rectangular Riser Display Set,Rectangular Riser Display Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,50,,,,,,,,,,,,,,,,,,,,"Set of three rectangular top display risers with 4” x 12” polished chrome platforms, 8”, 10”, & 12” high overall. 6” x 6” weighted bases. Sold in sets of 3. Chrome Finish",,,,,"melvin, roos, rectangular, riser, display, set, weighted, base, shoe, handbag, accessory, retail, table, top",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43026C,http://www.salondesign.luxury/v/vspfiles/photos/RS-43026C-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463312
RS-43051C,43051C,Round Riser Display Set,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, round, riser, display, set, platforms, accessories, handbag, ",,15,N,,,,,,,,,69,92,,,,,,Usually Ships in 5 to 10 Days,Round Riser Display Set,Round Riser Display Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,46,,,,,,,,,,,,,,,,,,,,"Round top riser display set with 7” round platforms, 8”, 10”, & 12” high overall. 5 3/8” diameter weighted bases with foam rubber cushion. Set of 3. Chrome Finish",,,,,"melvin, roos, round, riser, display, set, platforms, accessories, handbag, ",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43051C,http://www.salondesign.luxury/v/vspfiles/photos/RS-43051C-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463331
RS-43053M,43053M,Large Rectangular Display Riser Set,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, large, rectangular, display, riser, brushed, chrome, handbag, shoes, cosmetics",,10,N,,,,,,,,,109.5,146,,,,,,Usually Ships in 5 to 10 Days,Large Rectangular Display Riser Set,Large Rectangular Display Riser Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,73,,,,,,,,,,,,,,,,,,,,"Large set of three brushed chrome display risers. 6” x 12” platforms, 8”, 10”, & 12” high overall. 6” x 6” weighted bases with foam rubber cushion. Perfect for handbags, shoes or cosmetics. *Set of Three",,,,,"melvin, roos, large, rectangular, display, riser, brushed, chrome, handbag, shoes, cosmetics",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43053M,http://www.salondesign.luxury/v/vspfiles/photos/RS-43053M-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463351
RS-43065S,43065S,Oval Shoe Riser Display Set,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, oval, shoe, riser, display, welded, metal, weighted, base, silver, retail, tabletop",,15,N,,,,,,,,,85.5,114,,,,,,Usually Ships in 5 to 10 Days,Oval Shoe Riser Display Set,Oval Shoe Riser Display Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,57,,,,,,,,,,,,,,,,,,,,"All welded metal shoe riser display set of 3 risers: 8”, 10” 12” high with 8.5” wide x 9.5” oval top; heel stop; 5” diameter weighted base with foam rubber cushion. *Set of Three Silver Finish",,,,,"melvin, roos, oval, shoe, riser, display, welded, metal, weighted, base, silver, retail, tabletop",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43065S,http://www.salondesign.luxury/v/vspfiles/photos/RS-43065S-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463373
RS-43097K,43097K,Round Acrylic Top Riser,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, round, acrylic, top, riser, frosted, plext, satin, nickel",,10,N,,,,,,,,,93.75,125,,,,,,Usually Ships in 5 to 10 Days,Round Acrylic Top Riser,Round Acrylic Top Riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,62.5,,,,,,,,,,,,,,,,,,,,15” diameter frosted plexi fits on top of a 3” high satin nickel 9” x 9” square base. Acrylic Finish,,,,,"melvin, roos, round, acrylic, top, riser, frosted, plext, satin, nickel",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43097K,http://www.salondesign.luxury/v/vspfiles/photos/RS-43097K-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463492
RS-43104K,43104K,Rectangular Plexi Top Riser,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, rectangular, plexi, top, riser, beveled, edge, clear, satin, nickel,",,10,N,,,,,,,,,103.25,137.75,,,,,,Usually Ships in 5 to 10 Days,Rectangular Plexi Top Riser,Rectangular Plexi Top Riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,68.9,,,,,,,,,,,,,,,,,,,,1” thick beveled edge clear plexi sits inside a 6 1/2” x 9. 1/2” satin nickel base. 3” high.,,,,,"melvin, roos, rectangular, plexi, top, riser, beveled, edge, clear, satin, nickel,",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43104K,http://www.salondesign.luxury/v/vspfiles/photos/RS-43104K-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463518
RS-43107M,43107M,Square Display Riser Set,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, square, display, riser, set, retail, metal, counter, top, brushed, chrome",,15,N,,,,,,,,,80.25,107,,,,,,Usually Ships in 5 to 10 Days,Square Display Riser Set,Square Display Riser Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,53.5,,,,,,,,,,,,,,,,,,,,"Metal square counter top display risers with 7” x 7” platforms, 8”, 10” & 12” high overall. 5” x 5” weighted bases with felt. Set of 3. Brushed Chrome Finish",,,,,"melvin, roos, square, display, riser, set, retail, metal, counter, top, brushed, chrome",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43107M,http://www.salondesign.luxury/v/vspfiles/photos/RS-43107M-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463554
RS-43142W,43142W,Small Tray Top Display Riser,,,,,9/5/2015 11:26,,,,,,,,,,,,Y,,,,,,,"melvin, roos, small, tray, top, display, riser, retail, white, metal, chrome, round, square",,10,N,,,,,,,,,52.5,70,,,,,,Usually Ships in 5 to 10 Days,Small Tray Top Display Riser,Small Tray Top Display Riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Roos,,,Y,,,,,,,35,,,,,,,,,,,,,,,,,,,,This small tray display riser features a white metal top 12” x 12”. 9” round chrome base 12” high.,,,,,"melvin, roos, small, tray, top, display, riser, retail, white, metal, chrome, round, square",,,,,,,,,,,,,,,,,,,,,,,,,316,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=RS-43142W,http://www.salondesign.luxury/v/vspfiles/photos/RS-43142W-1.jpg,Retail Display Fixtures > Table Top Displays,0,1441463579
